brand,model,details,price,currency,shipping_cost,movement,case_material,year_of_production,condition,reference_number,scope_of_delivery,location,case_diameter,product_url,dealer_city,dealer_country,country_code
Rolex,Yacht-Master 40,40mm Blue Dial Platinum Bezel 116622 + Box,11295.0,$,189,Automatic,Steel,2018,Very good,116622,"Original box, no original papers","United States of America, New York, New York",40.0,https://www.chrono24.com/rolex/yacht-master-40mm-blue-dial-platinum-bezel-116622---box--id38902233.htm,New York,United States of America.,US
