time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-09T04:34:45.242Z,38.0951,38.4712,15.955,4.3,mb,28,115,1.361,0.55,us,us6000jmn4,2023-04-15T21:39:50.040Z,"14 km WNW of Sincik, Turkey",earthquake,3.81,6.128,0.266,4,reviewed,us,us
2023-02-09T05:24:26.530Z,38.0679,36.6086,8.594,4.4,mb,37,50,0.371,0.52,us,us6000jpjz,2023-04-15T21:40:11.040Z,"11 km ENE of Göksun, Turkey",earthquake,3.33,5.563,0.178,9,reviewed,us,us
2023-02-09T05:37:34.149Z,38.1849,38.1997,15.513,4.3,mb,46,71,0.891,0.44,us,us6000jmnc,2023-04-15T21:39:50.040Z,"12 km SSW of Ye?ilyurt, Turkey",earthquake,4.68,2.262,0.161,15,reviewed,us,us
2023-02-09T06:49:51.214Z,37.8752,37.6589,14.944,4.1,mb,43,45,0.706,0.65,us,us6000jpk4,2024-01-18T19:20:19.926Z,"10 km N of G?lba??, Turkey",earthquake,4.18,1.411,0.14,19,reviewed,us,us
2023-02-09T07:18:17.198Z,36.9611,36.6603,8.379,4.6,mwr,82,39,0.487,0.56,us,us6000jmnp,2023-04-15T21:39:50.040Z,"Turkey-Syria border region",earthquake,3.73,4.158,0.056,31,reviewed,us,us
2023-02-09T07:42:08.070Z,37.995,36.5954,6.994,4.3,mb,49,36,0.435,0.57,us,us6000jmnx,2023-04-15T21:39:50.040Z,"9 km ESE of Göksun, Turkey",earthquake,2.15,4.55,0.126,19,reviewed,us,us
2023-02-09T07:57:06.462Z,38.0799,36.5452,8.987,4.2,mb,24,109,0.342,0.45,us,us6000jpk6,2023-04-15T21:40:11.040Z,"Central Turkey",earthquake,2.27,1.238,0.215,6,reviewed,us,us
2023-02-09T09:46:55.926Z,38.0605,38.6406,12.373,4.3,mb,55,53,0.635,0.51,us,us6000jmpe,2023-04-15T21:39:50.040Z,"3 km NE of Sincik, Turkey",earthquake,4.03,1.207,0.143,14,reviewed,us,us
2023-02-09T10:19:06.856Z,39.1974,40.1831,10.605,4.3,mb,45,45,0.855,0.83,us,us6000jmpp,2023-04-15T21:39:50.040Z,"10 km ESE of Yayladere, Turkey",earthquake,3.92,4.483,0.169,10,reviewed,us,us
2023-02-09T10:42:24.454Z,37.2659,36.9198,11.669,4.3,mb,40,84,0.239,0.86,us,us6000jmpu,2023-04-15T21:39:50.040Z,"19 km ENE of Nurda??, Turkey",earthquake,2.02,5.143,0.217,6,reviewed,us,us
2023-02-09T11:48:32.158Z,37.9921,37.7044,10,4.3,mb,35,65,0.802,1.02,us,us6000jmq7,2023-04-15T21:39:51.040Z,"17 km SW of Do?an?ehir, Turkey",earthquake,1.82,1.884,0.307,3,reviewed,us,us
2023-02-09T12:22:05.037Z,37.9544,37.7834,10,4.1,mb,22,80,0.832,0.63,us,us6000jpkf,2023-04-15T21:40:11.040Z,"16 km SSW of Do?an?ehir, Turkey",earthquake,3.1,1.664,0.369,2,reviewed,us,us
2023-02-09T17:51:52.392Z,38.0746,36.5194,10,4,mb,31,51,0.341,1.39,us,us6000jpkn,2023-04-15T21:40:11.040Z,"6 km NNE of Göksun, Turkey",earthquake,2.63,1.83,0.212,6,reviewed,us,us
2023-02-09T18:49:36.565Z,36.1764,35.7977,10,4.2,mb,35,77,1.468,0.9,us,us6000jpkt,2023-04-15T21:40:11.040Z,"21 km W of Uzunba?, Turkey",earthquake,5.54,1.886,0.215,6,reviewed,us,us
2023-02-09T19:37:46.503Z,38.0264,36.6096,10,4.1,mb,22,81,0.409,1.16,us,us6000jpku,2023-04-15T21:40:11.040Z,"9 km E of Göksun, Turkey",earthquake,3.12,1.925,0.524,1,reviewed,us,us
2023-02-09T21:46:29.508Z,37.1694,36.8496,10,4.2,mb,49,84,0.288,0.5,us,us6000jmvn,2023-04-15T21:39:52.040Z,"10 km E of Nurda??, Turkey",earthquake,1.63,1.935,0.14,14,reviewed,us,us
2023-02-09T22:06:39.447Z,37.1058,36.6317,5.459,4.2,mb,19,109,0.453,0.46,us,us6000jmvs,2023-04-15T21:39:52.040Z,"8 km ESE of Hasanbeyli, Turkey",earthquake,3.72,5.777,0.096,30,reviewed,us,us
2023-02-10T01:50:59.593Z,37.8685,36.631,5.225,4.3,mwr,69,40,0.367,0.75,us,us6000jmzj,2023-04-15T21:39:52.040Z,"20 km SE of Göksun, Turkey",earthquake,3.67,3.789,0.06,27,reviewed,us,us
2023-02-10T02:03:42.954Z,38.1343,38.2167,10,4.4,mb,62,45,0.842,0.9,us,us6000jmzl,2023-04-15T21:39:52.040Z,"12 km N of Çelikhan, Turkey",earthquake,4.22,1.831,0.097,31,reviewed,us,us
2023-02-10T04:50:24.791Z,38.1736,38.1714,10,4.7,mwr,82,47,0.894,0.92,us,us6000jn0h,2023-04-15T21:39:53.040Z,"15 km SSW of Ye?ilyurt, Turkey",earthquake,2.89,1.85,0.05,39,reviewed,us,us
2023-02-10T04:53:51.269Z,38.0858,38.451,10,4.2,mb,35,53,0.708,0.88,us,us6000jpmm,2023-04-15T21:40:12.040Z,"eastern Turkey",earthquake,3.42,1.898,0.2,7,reviewed,us,us
2023-02-10T09:02:49.022Z,38.0757,38.1756,7.345,4.3,mb,57,49,0.815,0.33,us,us6000jn1b,2023-04-15T21:39:53.040Z,"7 km NW of Çelikhan, Turkey",earthquake,4.65,4.588,0.138,17,reviewed,us,us
2023-02-10T10:01:20.828Z,38.1976,38.1375,10,4.4,mb,44,44,0.907,0.72,us,us6000jn2a,2023-04-15T21:39:53.040Z,"14 km SW of Ye?ilyurt, Turkey",earthquake,3.72,1.91,0.178,10,reviewed,us,us
2023-02-10T17:00:51.366Z,37.8868,36.2951,2.087,4.7,mwr,128,34,0.309,0.72,us,us6000jn4r,2023-04-15T21:39:55.040Z,"21 km ESE of Saimbeyli, Turkey",earthquake,2.68,3.738,0.061,26,reviewed,us,us
2023-02-10T17:31:24.653Z,38.1788,38.5981,4.258,4.1,mwr,60,41,0.758,0.53,us,us6000jn4x,2023-04-15T21:39:55.040Z,"15 km N of Sincik, Turkey",earthquake,2.6,4.298,0.063,24,reviewed,us,us
2023-02-10T20:12:47.019Z,38.0517,38.5848,10,4.2,mb,48,50,0.638,0.81,us,us6000jn5q,2023-04-15T21:39:55.040Z,"eastern Turkey",earthquake,2.59,1.893,0.141,15,reviewed,us,us
2023-02-11T00:24:43.131Z,36.5556,36.5606,10,4.1,mb,53,85,0.806,0.66,us,us6000jn77,2023-04-15T21:39:56.040Z,"19 km ENE of K?r?khan, Turkey",earthquake,4.91,1.799,0.135,15,reviewed,us,us
2023-02-11T03:38:24.893Z,37.9489,38.4382,10.26,4.2,mb,72,43,0.591,0.87,us,us6000jn88,2023-04-15T21:39:56.040Z,"18 km WSW of Sincik, Turkey",earthquake,4.3,3.98,0.103,26,reviewed,us,us
2023-02-11T04:47:04.418Z,37.8165,36.5708,10,4.3,mb,60,49,0.296,0.85,us,us6000jn8d,2023-04-15T21:39:57.040Z,"Central Turkey",earthquake,3.43,1.877,0.114,22,reviewed,us,us
2023-02-11T06:06:23.849Z,37.9256,38.192,10,4,mb,27,92,0.695,0.56,us,us6000jn8z,2023-04-15T21:39:57.040Z,"11 km SSW of Çelikhan, Turkey",earthquake,3.46,1.959,0.183,8,reviewed,us,us
2023-02-11T06:28:13.163Z,38.0647,36.5778,8.106,4.6,mb,32,75,0.364,0.53,us,us6000jn97,2023-04-15T21:39:57.040Z,"8 km NE of Göksun, Turkey",earthquake,2.67,5.35,0.173,10,reviewed,us,us
2023-02-11T07:55:41.897Z,37.0598,36.95,4.748,4.6,mwr,45,114,0.236,0.62,us,us6000jn9a,2023-04-15T21:39:57.040Z,"19 km N of Musabeyli, Turkey",earthquake,4.36,4.594,0.058,29,reviewed,us,us
2023-02-11T09:03:36.465Z,38.0281,38.1329,4.448,4.3,mb,29,84,0.801,0.64,us,us6000jn9p,2023-04-15T21:39:57.040Z,"9 km W of Çelikhan, Turkey",earthquake,3.67,5.651,0.217,6,reviewed,us,us
2023-02-11T11:05:17.347Z,38.1233,36.6274,13.853,4.3,mb,58,48,0.328,0.38,us,us6000jnai,2023-04-15T21:39:57.040Z,"16 km NE of Göksun, Turkey",earthquake,4.21,3.683,0.101,28,reviewed,us,us
2023-02-11T11:51:41.073Z,36.4869,36.3096,5.36,4.4,mb,56,91,0.995,0.51,us,us6000jnam,2023-04-15T21:39:57.040Z,"4 km WSW of K?r?khan, Turkey",earthquake,5.54,5.268,0.099,31,reviewed,us,us
2023-02-11T11:59:53.865Z,37.8492,36.67,8.739,4.2,mb,28,49,0.372,0.45,us,us6000jpp7,2023-04-15T21:40:13.040Z,"24 km SE of Göksun, Turkey",earthquake,3.08,3.86,0.146,13,reviewed,us,us
2023-02-11T12:54:58.944Z,38.0902,36.6163,8.66,4.1,mb,33,44,0.353,0.55,us,us6000jnaq,2023-04-15T21:39:57.040Z,"12 km NE of Göksun, Turkey",earthquake,2.07,7.539,0.214,6,reviewed,us,us
2023-02-11T13:09:59.585Z,38.8519,38.0757,10,4.5,mwr,81,35,0.315,0.91,us,us6000jnar,2023-04-15T21:39:57.040Z,"13 km ENE of Hekimhan, Turkey",earthquake,3.09,1.866,0.06,27,reviewed,us,us
2023-02-11T14:38:03.890Z,37.9428,36.5034,10,4.4,mb,37,55,0.383,0.65,us,us6000jnay,2023-04-15T21:39:58.040Z,"8 km S of Göksun, Turkey",earthquake,4.14,1.408,0.107,25,reviewed,us,us
2023-02-11T15:33:42.003Z,41.9449,42.1521,10,4.4,mb,39,49,0.483,0.98,us,us6000jnb2,2023-04-15T21:39:58.040Z,"Georgia-Turkey border region",earthquake,2.11,1.902,0.095,32,reviewed,us,us
2023-02-11T17:20:01.540Z,36.268,36.171,10,4.3,mb,95,75,1.229,0.92,us,us6000jnbd,2023-04-15T21:39:58.040Z,"1 km ENE of Kuzeytepe, Turkey",earthquake,4.63,1.825,0.072,63,reviewed,us,us
2023-02-11T17:50:16.285Z,38.1325,38.732,2.958,4.3,mb,69,47,0.694,0.84,us,us6000jnbi,2023-04-15T21:39:58.040Z,"14 km NE of Sincik, Turkey",earthquake,3.96,4.347,0.097,33,reviewed,us,us
2023-02-11T20:39:04.780Z,37.7557,37.8675,11.351,4.3,mb,47,79,0.783,0.8,us,us6000jnc0,2023-04-15T21:39:58.040Z,"6 km SW of Tut, Turkey",earthquake,3.93,4.046,0.109,24,reviewed,us,us
2023-02-11T22:29:15.692Z,36.6384,36.5737,10,4.3,mb,37,99,0.737,0.73,us,us6000jncp,2023-04-15T21:39:59.040Z,"Turkey-Syria border region",earthquake,4.86,1.875,0.104,27,reviewed,us,us
2023-02-11T23:30:56.494Z,38.0249,36.4218,10,4.1,mb,83,33,0.382,0.64,us,us6000jncu,2023-04-15T21:39:59.040Z,"6 km W of Göksun, Turkey",earthquake,3.57,1.861,0.084,39,reviewed,us,us
2023-02-12T04:29:14.767Z,37.796,38.2326,10,4.3,mb,37,105,0.587,0.82,us,us6000jndu,2023-04-22T21:33:01.040Z,"5 km NW of Ad?yaman, Turkey",earthquake,4.22,1.502,0.217,6,reviewed,us,us
2023-02-12T04:46:30.728Z,36.5324,36.4568,10,4.3,mb,30,193,0.879,0.43,us,us6000jndy,2023-04-22T21:33:01.040Z,"9 km ENE of K?r?khan, Turkey",earthquake,2.61,1.945,0.216,6,reviewed,us,us
2023-02-12T04:52:59.139Z,37.9055,37.4792,10,4.1,mb,40,83,0.609,1.14,us,us6000jndz,2023-04-22T21:33:01.040Z,"7 km SSE of Nurhak, Turkey",earthquake,3.43,1.573,0.151,12,reviewed,us,us
2023-02-12T06:15:23.782Z,38.1156,38.5843,8.654,4,mb,28,65,0.699,0.27,us,us6000jnei,2023-04-22T21:33:01.040Z,"9 km NNW of Sincik, Turkey",earthquake,3.3,5.562,0.367,3,reviewed,us,us
2023-02-12T08:07:00.891Z,41.8775,42.1528,10,4.3,mb,44,36,0.439,0.69,us,us6000jnex,2023-04-22T21:33:01.040Z,"7 km ESE of Shemokmedi, Georgia",earthquake,5.42,1.902,0.104,26,reviewed,us,us
2023-02-12T08:14:10.398Z,38.0797,37.3193,7.67,4.4,mb,36,62,0.663,0.47,us,us6000jqbp,2023-04-22T21:33:21.040Z,"11 km E of Ekinözü, Turkey",earthquake,3.13,2.103,0.12,20,reviewed,us,us
2023-02-12T08:21:00.556Z,41.875,42.2665,10,4,mb,21,46,0.507,0.3,us,us6000jney,2023-04-22T21:33:02.040Z,"17 km ESE of Shemokmedi, Georgia",earthquake,3.36,1.944,0.173,9,reviewed,us,us
2023-02-12T09:32:23.493Z,36.1158,36.3017,10,4.2,mb,30,74,1.282,0.5,us,us6000jnf4,2023-04-22T21:33:02.040Z,"4 km E of Alt?nözü, Turkey",earthquake,2.91,1.924,0.176,9,reviewed,us,us
2023-02-12T10:00:25.592Z,38.1339,38.2786,16.771,4.1,mb,31,56,0.815,0.6,us,us6000jnf7,2023-04-22T21:33:02.040Z,"12 km NNE of Çelikhan, Turkey",earthquake,2.44,4.706,0.174,9,reviewed,us,us
2023-02-12T12:25:22.576Z,36.7991,36.7677,4.27,4.2,mb,51,71,0.514,0.47,us,us6000jnfg,2024-01-18T19:21:00.944Z,"16 km SW of Musabeyli, Turkey",earthquake,4.09,4.014,0.118,20,reviewed,us,us
2023-02-12T13:29:14.610Z,37.9553,38.2894,10,4.3,mwr,58,41,0.665,0.67,us,us6000jnfq,2023-04-22T21:33:02.040Z,"9 km SSE of Çelikhan, Turkey",earthquake,4.33,1.857,0.068,21,reviewed,us,us
2023-02-12T14:30:03.956Z,37.8149,36.7003,10,4.4,mb,32,50,0.347,1.17,us,us6000jng3,2023-04-22T21:33:02.040Z,"29 km SE of Göksun, Turkey",earthquake,5.99,1.913,0.109,24,reviewed,us,us
2023-02-12T16:29:49.826Z,38.824,38.031,10,5,mww,70,28,0.359,0.93,us,us6000jngk,2023-04-22T21:33:03.040Z,"8 km E of Hekimhan, Turkey",earthquake,4.59,1.842,0.053,34,reviewed,us,us
2023-02-12T17:28:17.826Z,38.083,36.6197,10,4.1,mb,33,54,0.36,0.88,us,us6000jngq,2023-04-22T21:33:03.040Z,"12 km ENE of Göksun, Turkey",earthquake,2.25,1.896,0.185,8,reviewed,us,us
2023-02-12T18:33:14.268Z,37.3429,36.9989,9.339,4.7,mwr,111,35,0.18,0.7,us,us6000jnh1,2023-04-22T21:33:03.040Z,"27 km SSE of Kahramanmara?, Turkey",earthquake,4.57,3.738,0.071,19,reviewed,us,us
2023-02-12T19:02:29.312Z,37.2623,37.0849,10,4.3,mb,72,75,0.134,0.66,us,us6000jnh5,2023-04-22T21:33:03.040Z,"31 km SW of Pazarc?k, Turkey",earthquake,4.84,1.892,0.095,31,reviewed,us,us
2023-02-12T21:21:34.902Z,36.5999,36.8854,10,4.4,mb,17,111,2.394,0.81,us,us6000jqc3,2023-04-22T21:33:21.040Z,"9 km N of ‘Afr?n, Syria",earthquake,7.21,1.961,0.24,5,reviewed,us,us
2023-02-12T22:02:06.488Z,36.0389,35.8488,10,4,mb,35,77,1.574,0.52,us,us6000jqc9,2023-04-22T21:33:21.040Z,"20 km SW of Uzunba?, Turkey",earthquake,4.87,1.923,0.231,5,reviewed,us,us
2023-02-12T22:52:59.819Z,38.0251,36.6342,10,4.3,mwr,84,55,1.031,0.57,us,us6000jni7,2023-04-22T21:33:04.040Z,"12 km E of Göksun, Turkey",earthquake,4.11,1.83,0.056,31,reviewed,us,us
2023-02-13T11:59:17.459Z,36.8844,36.6204,11.34,4.5,mwr,88,44,0.552,0.65,us,us6000jnks,2023-04-22T21:33:05.040Z,"12 km NNE of A?a?? Karafak?l?, Turkey",earthquake,4.55,3.923,0.05,38,reviewed,us,us
2023-02-13T14:28:17.684Z,38.0402,38.589,13.42,4.3,mb,77,36,0.626,0.76,us,us6000jnl4,2023-04-22T21:33:05.040Z,"2 km WNW of Sincik, Turkey",earthquake,4.12,1.149,0.098,29,reviewed,us,us
2023-02-13T15:15:05.178Z,37.8703,36.2865,10,4.2,mb,46,37,0.293,0.63,us,us6000jnlc,2023-04-22T21:33:05.040Z,"21 km SE of Saimbeyli, Turkey",earthquake,2.25,1.789,0.186,8,reviewed,us,us
2023-02-13T19:20:27.970Z,38.0051,36.42,7.437,4.6,mwr,100,40,0.958,0.89,us,us6000jnmc,2023-04-22T21:33:06.040Z,"Central Turkey",earthquake,4,3.363,0.063,24,reviewed,us,us
2023-02-14T01:56:32.424Z,36.781,36.1142,10,4.2,mb,18,84,2.899,1.06,us,us6000jqtp,2023-04-22T21:33:24.040Z,"12 km WSW of Dörtyol, Turkey",earthquake,4,1.963,0.526,1,reviewed,us,us
2023-02-14T11:54:11.925Z,36.0172,36.1295,10,4.4,mb,92,63,1.444,0.49,us,us6000jnqt,2023-04-22T21:33:07.040Z,"6 km NNW of K??lak, Turkey",earthquake,3.43,1.847,0.082,43,reviewed,us,us
2023-02-14T13:13:07.027Z,37.8316,37.9533,12.979,4,mb,36,69,0.792,0.55,us,us6000jnqy,2023-04-22T21:33:07.040Z,"5 km NE of Tut, Turkey",earthquake,3.04,4.462,0.211,6,reviewed,us,us
2023-02-14T15:50:37.803Z,38.0849,37.166,0.343,4.4,mb,52,54,0.671,0.92,us,us6000jnxk,2023-04-22T21:33:08.040Z,"3 km NW of Ekinözü, Turkey",earthquake,1.55,5.092,0.111,23,reviewed,us,us
2023-02-14T23:14:01.248Z,38.5302,37.4908,5,4.5,mwr,69,53,0.851,0.76,us,us6000jnzr,2023-04-22T21:33:08.040Z,"2 km SW of Darende, Turkey",earthquake,2.3,1.882,0.068,21,reviewed,us,us
2023-02-15T00:06:02.819Z,36.7937,36.5503,10,4.2,mb,58,74,0.649,0.89,us,us6000jp0a,2023-04-22T21:33:08.040Z,"Turkey-Syria border region",earthquake,4.61,1.877,0.091,34,reviewed,us,us
2023-02-15T06:25:30.679Z,38.0945,36.7069,10,4.3,mb,66,48,0.386,0.7,us,us6000jp1e,2023-04-22T21:33:09.040Z,"Central Turkey",earthquake,5.08,1.881,0.106,25,reviewed,us,us
2023-02-15T07:36:29.833Z,38.0187,36.4651,5.224,4.4,mwr,60,33,0.39,0.67,us,us6000jp25,2023-04-22T21:33:10.040Z,"2 km W of Göksun, Turkey",earthquake,3.4,4.465,0.051,37,reviewed,us,us
2023-02-15T15:12:12.779Z,40.5723,35.3842,2.084,4.2,mb,21,70,0.871,0.4,us,us6000jp61,2023-04-22T21:33:11.040Z,"Central Turkey",earthquake,3.27,2.985,0.263,4,reviewed,us,us
2023-02-15T22:25:57.731Z,38.0487,36.6395,6.273,4.2,mb,54,38,0.398,0.49,us,us6000jp8t,2023-04-22T21:33:11.040Z,"12 km ENE of Göksun, Turkey",earthquake,3.4,4.737,0.098,29,reviewed,us,us
2023-02-15T23:43:38.793Z,37.3595,36.8701,13.697,3.9,mb,27,106,0.329,0.52,us,us6000jp9e,2023-04-22T21:33:12.040Z,"24 km NNE of Nurda??, Turkey",earthquake,3.56,6.035,0.171,9,reviewed,us,us
2023-02-16T05:18:56.895Z,38.0817,38.5211,15.653,4.3,mb,61,69,0.683,0.31,us,us6000jpaw,2023-04-22T21:33:12.040Z,"eastern Turkey",earthquake,4.29,5.228,0.094,32,reviewed,us,us
2023-02-16T11:16:23.677Z,35.9743,35.8103,10,4.8,mww,183,45,1.642,0.76,us,us6000jpd5,2023-04-22T21:33:13.040Z,"24 km WNW of Yaylada??, Turkey",earthquake,5.54,1.808,0.098,10,reviewed,us,us
2023-02-16T14:45:42.473Z,38.1997,37.8377,10,4.6,mwr,44,58,0.973,1.1,us,us6000jpdx,2023-04-22T21:33:13.040Z,"12 km NNW of Do?an?ehir, Turkey",earthquake,2.06,1.863,0.052,36,reviewed,us,us
2023-02-16T16:38:32.250Z,37.9197,37.5097,10,4.1,mb,35,83,0.636,0.58,us,us6000jpee,2023-04-22T21:33:14.040Z,"7 km SE of Nurhak, Turkey",earthquake,2.11,1.922,0.302,3,reviewed,us,us
2023-02-16T19:47:49.683Z,36.1766,35.7967,10,5.2,mww,145,59,1.468,0.89,us,us6000jpff,2023-04-22T21:33:14.040Z,"21 km W of Uzunba?, Turkey",earthquake,4.78,1.61,0.052,35,reviewed,us,us
2023-02-16T23:53:24.376Z,37.8609,37.9524,10,4.1,mb,21,67,0.807,0.74,us,us6000jpha,2023-04-22T21:33:14.040Z,"7 km NNE of Tut, Turkey",earthquake,3.04,1.901,0.261,4,reviewed,us,us
2023-02-17T00:35:58.508Z,39.1851,40.1492,10,4.6,mwr,95,46,0.874,0.78,us,us6000jphu,2023-04-22T21:33:14.040Z,"8 km ESE of Yayladere, Turkey",earthquake,4.73,1.875,0.065,23,reviewed,us,us
2023-02-17T14:58:56.344Z,37.9375,36.3279,6.44,4.4,mwr,60,52,0.357,0.53,us,us6000jpnr,2023-04-22T21:33:16.040Z,"17 km WSW of Göksun, Turkey",earthquake,2.27,4.177,0.063,24,reviewed,us,us
2023-02-17T15:34:38.723Z,38.6273,39.642,10,4.4,mwr,39,49,1.121,0.77,us,us6000jppv,2023-04-22T21:33:16.040Z,"21 km WSW of Kovanc?lar, Turkey",earthquake,3.4,1.883,0.055,32,reviewed,us,us
2023-02-17T19:10:38.916Z,38.0804,38.1774,15.797,3.9,mwr,58,79,0.817,0.94,us,us6000jpr3,2024-01-18T19:22:07.317Z,"8 km NW of ?elikhan, Turkey",earthquake,2.57,4.38,0.068,21,reviewed,us,us
2023-02-17T20:53:05.762Z,37.9028,32.5633,10,2.6,ml,13,99,1.627,0.55,us,us6000jput,2024-01-18T19:22:09.125Z,"7 km ENE of Konya, Turkey",earthquake,4.36,1.86,0.085,18,reviewed,us,us
2023-02-18T05:26:04.931Z,38.073,37.1651,5.16,4,mwr,38,62,0.604,0.79,us,us6000jpun,2023-04-22T21:33:18.040Z,"2 km NW of Ekinözü, Turkey",earthquake,2.63,4.886,0.06,27,reviewed,us,us
2023-02-18T16:14:41.445Z,37.9217,38.1144,9.326,4,mb,36,93,0.738,0.84,us,us6000jpxx,2023-04-22T21:33:19.040Z,"eastern Turkey",earthquake,4.25,5.017,0.164,10,reviewed,us,us
2023-02-18T19:31:31.742Z,38.0696,36.5991,12.158,5,mww,122,33,0.366,0.59,us,us6000jpyq,2023-04-22T21:33:20.040Z,"10 km ENE of Göksun, Turkey",earthquake,3.37,2.577,0.058,29,reviewed,us,us
2023-02-19T00:56:11.610Z,38.0406,36.2306,6.431,4.3,mwr,69,30,0.395,0.69,us,us6000jq0m,2023-04-29T21:57:10.040Z,"13 km ENE of Saimbeyli, Turkey",earthquake,2.64,4.628,0.052,35,reviewed,us,us
2023-02-19T03:59:10.433Z,37.1416,36.8384,9.74,4.1,mwr,54,88,0.298,0.8,us,us6000jq1d,2023-04-29T21:57:11.040Z,"9 km ESE of Nurda??, Turkey",earthquake,2.42,3.816,0.056,31,reviewed,us,us
2023-02-19T04:06:17.623Z,37.2737,36.8291,10,4.2,mb,29,106,0.238,0.63,us,us6000jq1h,2023-04-29T21:57:11.040Z,"14 km NE of Nurda??, Turkey",earthquake,5.11,1.421,0.186,8,reviewed,us,us
2023-02-19T04:07:41.230Z,37.3021,36.8869,11.749,4.3,mwr,66,63,0.203,0.73,us,us6000jq1g,2023-04-29T21:57:11.040Z,"19 km NE of Nurda??, Turkey",earthquake,5.39,2.78,0.049,40,reviewed,us,us
2023-02-19T12:04:33.897Z,38.2354,38.1917,5.306,4.6,mwr,90,48,0.864,0.46,us,us6000jq3c,2023-04-29T21:57:13.040Z,"8 km SW of Ye?ilyurt, Turkey",earthquake,3.61,2.216,0.044,49,reviewed,us,us
2023-02-19T21:30:30.167Z,37.3725,36.8705,10,3.9,mwr,47,65,0.135,0.66,us,us6000jq69,2023-04-29T21:57:14.040Z,"24 km SSW of Kahramanmara?, Turkey",earthquake,2.49,1.901,0.058,29,reviewed,us,us
2023-02-19T23:57:26.565Z,38.2676,38.8212,10,4.2,mb,72,59,0.825,0.63,us,us6000jq6w,2023-04-29T21:57:15.040Z,"19 km WSW of Do?anyol, Turkey",earthquake,3.97,1.903,0.113,22,reviewed,us,us
2023-02-20T00:37:30.258Z,38.6445,39.9175,10,4.7,mwr,92,41,1.314,0.82,us,us6000jq73,2023-04-29T21:57:15.040Z,"5 km S of Palu, Turkey",earthquake,3.87,1.834,0.048,42,reviewed,us,us
2023-02-20T00:39:03.160Z,38.6907,39.9843,10,4.5,mwr,66,57,1.348,0.53,us,us6000jq74,2023-04-29T21:57:15.040Z,"5 km E of Palu, Turkey",earthquake,3.5,1.831,0.071,19,reviewed,us,us
2023-02-20T00:58:49.108Z,38.6528,39.9381,13.941,4.2,mb,18,74,1.326,0.88,us,us6000jq79,2023-04-29T21:57:15.040Z,"4 km SSE of Palu, Turkey",earthquake,3.68,6.197,0.372,2,reviewed,us,us
2023-02-20T01:07:37.652Z,38.6331,39.9916,5.322,4.4,mwr,69,39,1.372,0.66,us,us6000jq7e,2023-04-29T21:57:15.040Z,"8 km SE of Palu, Turkey",earthquake,2.32,3.986,0.054,33,reviewed,us,us
2023-02-20T01:49:00.120Z,38.0024,36.7996,6.718,4.3,mwr,103,35,0.503,0.89,us,us6000jq7l,2023-04-29T21:57:15.040Z,"26 km E of Göksun, Turkey",earthquake,5.48,3.681,0.048,42,reviewed,us,us
2023-02-20T03:45:38.422Z,38.6405,39.9601,7.501,4.4,mb,69,40,1.346,0.63,us,us6000jq85,2023-04-29T21:57:15.040Z,"6 km SSE of Palu, Turkey",earthquake,3.51,4.233,0.081,44,reviewed,us,us
2023-02-20T17:04:29.747Z,36.1616,36.0251,16,6.3,mww,146,26,1.387,0.95,us,us6000jqcn,2024-10-09T13:50:37.493Z,"2 km NNW of Uzunba?, Turkey",earthquake,4.9,0.943,0.031,97,reviewed,us,us
2023-02-20T17:07:35.934Z,36.159,35.9351,10,5.5,mb,35,88,1.44,0.67,us,us6000jqjc,2023-04-29T21:57:17.040Z,"9 km WNW of Uzunba?, Turkey",earthquake,6.46,1.892,0.128,21,reviewed,us,us
2023-02-20T17:13:18.998Z,36.2653,36.0798,10,4.6,mb,41,98,1.282,0.87,us,us7000jga3,2023-04-29T21:57:17.040Z,"Turkey-Syria border region",earthquake,4.54,1.71,0.183,9,reviewed,us,us
2023-02-20T19:00:14.488Z,36.105,35.9906,10,4.2,mb,64,54,1.448,1.01,us,us6000jqdn,2023-04-29T21:57:18.040Z,"5 km SW of Uzunba?, Turkey",earthquake,4.84,1.901,0.101,27,reviewed,us,us
2023-02-20T19:09:20.418Z,36.2572,36.1266,10,4.2,mb,46,85,1.261,0.6,us,us6000jqdp,2023-04-29T21:57:18.040Z,"2 km WSW of Kuzeytepe, Turkey",earthquake,2.97,1.904,0.152,12,reviewed,us,us
2023-02-20T22:56:53.386Z,35.9531,35.9447,10,4,mb,45,176,1.587,0.54,us,us6000jqfm,2023-04-29T21:57:18.040Z,"Near the coast of Syria",earthquake,6.33,1.938,0.092,32,reviewed,us,us
2023-02-20T23:21:14.407Z,38.0175,37.3695,10,4.3,mwr,114,28,0.632,0.63,us,us6000jqft,2023-04-29T21:57:18.040Z,"8 km NW of Nurhak, Turkey",earthquake,3.78,1.833,0.062,25,reviewed,us,us
2023-02-21T09:56:46.442Z,38.1698,38.4896,5.935,4.2,mb,40,99,0.774,0.44,us,us6000jqil,2023-04-29T21:57:21.040Z,"18 km NW of Sincik, Turkey",earthquake,5,5.335,0.104,27,reviewed,us,us
2023-02-21T10:09:38.143Z,37.4411,37.2074,16.582,4.2,mb,32,84,0.253,0.68,us,us6000jqim,2023-04-29T21:57:21.040Z,"Central Turkey",earthquake,5.03,4.845,0.215,6,reviewed,us,us
